tconst,primaryTitle,originalTitle,year,runtimeMinutes,genres
tt6422114,"Altamira, el origen del arte","Altamira, el origen del arte",2018,76,Documentary
tt6422258,Albanian Gangster,Albanian Gangster,2018,81,"Crime,Drama"
tt6423012,The Astronot,The Astronot,2018,72,"Drama,History"
tt6423886,Happy Anniversary,Happy Anniversary,2018,78,Comedy
tt6423998,Killer Unicorn,Killer Unicorn,2018,74,Horror
tt6424188,Betsy,Betsy,2018,81,Horror
tt6424846,Empire Hotel,Hotel Império,2018,82,Drama
tt6426028,Knife+Heart,Un couteau dans le coeur,2018,102,"Drama,Horror,Romance"
tt6428150,High Strung Free Dance,Free Dance,2018,103,"Music,Romance"
tt6428844,The Perfect Kiss,The Perfect Kiss,2018,83,Comedy
tt6432868,Up to Snuff,Up to Snuff,2018,80,Documentary
tt6433034,Marcus,Marcus,2018,135,Biography
tt6433106,Unlawful Justice,Unlawful Justice,2018,81,"Crime,Drama"
tt6433456,Becoming Astrid,Unga Astrid,2018,123,"Biography,Drama"
tt6433832,The Tree of Blood,El árbol de la sangre,2018,130,Drama
tt6434982,Gainz,Gainz,2018,90,Documentary
tt6435258,Bethany Hamilton: Unstoppable,Bethany Hamilton: Unstoppable,2018,100,"Documentary,Sport"
tt6436666,Wolf,Wolf,2018,85,Drama
tt6437830,Dominee Tienie,Dominee Tienie,2018,94,Drama
tt6438030,Gangsta,Patser,2018,125,"Crime,Thriller"
tt6438398,Tangled Web,Catacombe,2018,92,Drama
tt6438976,"Madison Avenue, the Subliminal Movie","Madison Avenue, the Subliminal Movie",2018,90,Animation
tt6442384,Ein jüdisches Leben trotzt Hitler,Ein jüdisches Leben trotzt Hitler,2018,62,Documentary
tt6443294,Blaze,Blaze,2018,129,"Biography,Drama,Music"
tt6444140,Time Share,Tiempo compartido,2018,96,"Drama,Horror,Mystery"
tt6445278,Dark Buildings (A Crack in the Wall),Las grietas de Jara,2018,94,"Drama,Mystery,Thriller"
tt6446550,The Parting Glass,The Parting Glass,2018,95,Drama
tt6450186,I Can Only Imagine,I Can Only Imagine,2018,110,"Biography,Drama,Family"
tt6450428,Baby Girl,The Hurt,2018,92,Thriller
tt6450628,The Revenge of Robert the Doll,The Legend of Robert the Doll,2018,80,Horror
tt6450662,End Trip,End Trip,2018,85,"Horror,Thriller"
tt6451260,Paris Pigalle,L'amour est une fête,2018,118,Comedy
tt6452534,In the Quarry,En el pozo,2018,82,Thriller
tt6452574,Sanju,Sanju,2018,155,"Biography,Drama"
tt6453158,Scotch: A Golden Dream,Scotch: A Golden Dream,2018,89,Documentary
tt6453776,Reel Killz,Fright?,2018,80,"Horror,Mystery"
tt6456222,Nostalgia,Nostalgia,2018,114,Drama
tt6461666,Primula Rossa,Primula Rossa,2018,100,Drama
tt6461828,Sticks and Stones,Brakland,2018,93,Drama
tt6462482,Daddy Issues,Daddy Issues,2018,82,"Comedy,Romance"
tt6463468,Beast,Beast,2018,60,"Drama,Mystery"
tt6463494,3 Days in Quiberon,3 Tage in Quiberon,2018,115,Drama
tt6464986,Sideboob,Sideboob,2018,86,Comedy
tt6465308,Spirou & Fantasio's Big Adventures,Les aventures de Spirou et Fantasio,2018,89,"Adventure,Comedy"
tt6465880,My Life Story,My Life Story,2018,96,Musical
tt6465940,Threesomething,Threesomething,2018,75,Comedy
tt6466058,Ask for Jane,Ask for Jane,2018,108,"Drama,History"
tt6466464,The Monkey King 3,Xi you ji zhi nü er guo,2018,114,"Action,Adventure,Fantasy"
tt6467044,Indestructible: Afterlife,Indestructible: Afterlife,2018,113,Horror
tt6468814,Touch Chesi Chudu,Touch Chesi Chudu,2018,147,Action
tt6469548,The Head Hunter,The Head Hunter,2018,72,"Fantasy,Horror"
tt6469558,Leaving My Father's Faith,Leaving My Father's Faith,2018,79,Documentary
tt6469826,Tempus Tormentum,Tempus Tormentum,2018,81,"Horror,Thriller"
tt6470028,Happy Face,Happy Face,2018,100,Drama
tt6470464,Momentum,Momentum,2018,59,Thriller
tt6470522,Waterlily Jaguar,Waterlily Jaguar,2018,86,Drama
tt6471628,Divide and Conquer: The Story of Roger Ailes,Divide and Conquer: The Story of Roger Ailes,2018,107,Documentary
tt6472116,Bayonet,Bayoneta,2018,101,Drama
tt6473622,Pledges,Pledges,2018,77,"Comedy,Horror"
tt6474040,Stockholm,Stockholm,2018,92,"Biography,Comedy,Crime"
tt6474204,Cottonwood,Cottonwood,2018,101,Thriller
tt6476146,Deep Web XXX,Deep Web XXX,2018,76,"Fantasy,Horror,Thriller"
tt6479450,In Praise of Action,In Praise of Action,2018,59,Documentary
tt6479534,Miss Baek,Mi-sseu-baek,2018,98,Drama
tt6481190,Het leven is vurrukkulluk,Het leven is vurrukkulluk,2018,94,"Comedy,Romance"
tt6483364,Teen Spirit,Teen Spirit,2018,93,"Drama,Music"
tt6483614,Total agates,Total agates,2018,100,"Crime,Drama"
tt6485304,Quién te cantará,Quién te cantará,2018,125,"Drama,Music,Mystery"
tt6485776,Golden Slumber,Gol-deun seul-leom-beo,2018,108,"Action,Thriller"
tt6485830,Grimsey,Grimsey,2018,70,"Comedy,Drama"
tt6485928,The Land of Steady Habits,The Land of Steady Habits,2018,98,"Comedy,Drama"
tt6486294,Sasquatch 1: It Begins; The Curse of the Were-squatch,Sasquatch 1: It Begins; The Curse of the Were-squatch,2018,80,Horror
tt6487296,Hermanos,Hermanos,2018,98,"Comedy,Drama"
tt6488508,I Will Never Forgive,Watashi wa zettai yurusanai,2018,119,"Biography,Drama,Thriller"
tt6488870,East of Sweden,Kääntöpiste,2018,104,"Drama,Thriller"
tt6490394,Jellyfish,Jellyfish,2018,101,Drama
tt6490716,Nightmares in the Makeup Chair,Nightmares in the Makeup Chair,2018,85,"Documentary,Horror"
tt6491178,Dragged Across Concrete,Dragged Across Concrete,2018,159,"Action,Crime,Drama"
tt6492186,The Rainbow Bridge Motel,The Rainbow Bridge Motel,2018,90,"Comedy,Romance"
tt6493292,Two for Joy,Two for Joy,2018,90,Drama
tt6494064,Scuola in mezzo al mare,Scuola in mezzo al mare,2018,75,Documentary
tt6494344,A Wizard's Tale,Here Comes the Grump,2018,97,"Adventure,Animation,Comedy"
tt6494418,Siberia,Siberia,2018,104,"Crime,Romance,Thriller"
tt6494490,Rose Colored Shades,Rose Colored Shades,2018,88,\N
tt6494536,Mantis Nest,Nido de Mantis,2018,118,Drama
tt6495094,Little Women,Little Women,2018,112,"Drama,Family"
tt6495388,Like Arrows,Like Arrows,2018,100,Drama
tt6495770,Action Point,Action Point,2018,85,Comedy
tt6495996,Brutality,Frames of Fear 2,2018,82,Horror
tt6497036,Les larmes des sables,Les larmes des sables,2018,90,Drama
tt6498220,Another Plan from Outer Space,Another Plan from Outer Space,2018,98,"Drama,Sci-Fi,Thriller"
tt6498250,In My Father's Hands,In My Father's Hands,2018,76,"Documentary,Drama"
tt6498302,Orwell's Revolution,Orwell's Revolution,2018,60,Documentary
tt6498496,"Sex, Drugs & Hospitality","Sex, Drugs & Hospitality",2018,74,Documentary
tt6498790,Lives: Visible,Lives: Visible,2018,35,"Documentary,History"
tt6498818,Ink & Rain,Ink & Rain,2018,81,"Action,Drama,Fantasy"
tt6499248,Bloody Shadow,Bloody Shadow,2018,90,"Drama,Horror,Mystery"
tt6499572,BIT X BIT: In Bitcoin We Trust,BIT X BIT: In Bitcoin We Trust,2018,77,Documentary
tt6499694,Rideshare,Rideshare,2018,99,"Horror,Thriller"
tt6499752,Upgrade,Upgrade,2018,100,"Action,Horror,Sci-Fi"
tt6501500,The Lady and the Tiger,The Lady and the Tiger,2018,120,Musical
tt6501934,Isolation,Izolyatsiya,2018,51,"Adventure,Drama,Thriller"
tt6502956,Yucatán,Yucatán,2018,129,Comedy
tt6503938,Know Nothins,Know Nothins,2018,90,Crime
tt6504538,Danger One,Danger One,2018,101,"Action,Comedy,Crime"
tt6504868,Sadie,Sadie,2018,96,Drama
tt6505182,Cyborgs: Year 0,Cyborgs: Year 0,2018,60,Sci-Fi
tt6506276,Lemonade,Lemonade,2018,88,Drama
tt6507448,Io sono Valentina Nappi,Io sono Valentina Nappi,2018,50,Documentary
tt6509058,Nancy,Nancy,2018,85,"Drama,Mystery"
tt6509330,Blood Paradise,Blood Paradise,2018,84,"Comedy,Horror,Mystery"
tt6510332,McQueen,McQueen,2018,111,"Biography,Documentary"
tt6510490,New You,New You,2018,83,Reality-TV
tt6512428,Indivisible,Indivisible,2018,119,"Drama,War"
tt6512972,Into the Jungle,Into the Jungle,2018,90,Documentary
tt6513392,You Are What You Act,You Are What You Act,2018,78,Documentary
tt6513620,The Garageland Chronicles,The Garageland Chronicles,2018,94,"Comedy,Drama"
tt6513656,Escape Plan 2: Hades,Escape Plan 2: Hades,2018,96,"Action,Crime,Mystery"
tt6514196,Baazaar,Baazaar,2018,137,"Crime,Drama,Thriller"
tt6515458,And Your Bird Can Sing,Kimi no tori wa utaeru,2018,106,Drama
tt6515522,George,George,2018,120,Documentary
tt6516314,Piercing,Piercing,2018,81,"Horror,Mystery,Thriller"
tt6516734,Pettersson und Findus - Findus zieht um,Pettersson und Findus - Findus zieht um,2018,81,"Adventure,Animation,Comedy"
tt6517038,Last Life,Last Life,2018,82,Drama
tt6517910,Hotdog Estate,Hotdog Estate,2018,106,"Comedy,Crime,Drama"
tt6518270,An Evening with Beverly Luff Linn,An Evening with Beverly Luff Linn,2018,108,"Comedy,Crime"
tt6520472,Unmarked,Unmarked,2018,65,Drama
tt6520954,Debi,Debi,2018,107,"Drama,Mystery"
tt6521360,Burn Out or The Voluntary Servitude,Burn Out or The Voluntary Servitude,2018,114,Drama
tt6521610,We Are Columbine,We Are Columbine,2018,83,Documentary
tt6521776,Open 24 Hours,Open 24 Hours,2018,95,Horror
tt6522084,Rink,Rink,2018,100,"Comedy,Drama"
tt6522666,Teddy Pendergrass: If You Don't Know Me,Teddy Pendergrass: If You Don't Know Me,2018,106,"Biography,Documentary"
tt6522668,Diamantino,Diamantino,2018,96,"Comedy,Drama,Fantasy"
tt6523656,This Weekend Will Change Your Life,This Weekend Will Change Your Life,2018,101,Thriller
tt6523720,The Quake,Skjelvet,2018,106,"Action,Drama,Thriller"
tt6524704,Here Be Dragons,Here Be Dragons,2018,70,Horror
tt6525872,The Antique: Secret of the Old Books,Biblia Koshodô no Jiken Techô,2018,121,Mystery
tt6527426,Zero,Zero,2018,164,"Comedy,Drama,Romance"
tt6527586,Close Enemies,Frères ennemis,2018,111,"Drama,Thriller"
tt6529772,Never Heard,Never Heard,2018,89,"Drama,Family"
tt6531196,Ascharyachakit!,Ascharyachakit!,2018,90,"Drama,Romance"
tt6532004,Balkan Dreams - Ein Leben im 9/16 Takt,Balkan Dreams - Ein Leben im 9/16 Takt,2018,93,Documentary
tt6532192,My Beloved Enemy,Un nemico che ti vuole bene,2018,97,"Comedy,Crime"
tt6532374,Swimming with Men,Swimming with Men,2018,96,"Comedy,Drama,Romance"
tt6533240,Night Hunter,Nomis,2018,98,"Action,Thriller"
tt6533838,Deep End,Deep End,2018,90,"Drama,Romance,Sport"
tt6534422,A Brilliant Monster,A Brilliant Monster,2018,86,Horror
tt6534822,Eleven Hundred to Lubbock,Eleven Hundred to Lubbock,2018,99,Comedy
tt6536668,Summer of '67,Summer of '67,2018,83,"Drama,History,Romance"
tt6538368,Sakura Guardian in the North,Kita no sakuramori,2018,126,Drama
tt6539470,The Barn,The Barn,2018,90,"Crime,Horror,Mystery"
tt6540984,#SquadGoals,#SquadGoals,2018,90,"Drama,Thriller"
tt6541512,The Commodore Story,The Commodore Story,2018,120,Documentary
tt6542050,Hot Mess,Hot Mess,2018,90,Comedy
tt6542108,Patrick,Patrick,2018,94,"Comedy,Family,Romance"
tt6542178,Sticks,Sticks,2018,90,Comedy
tt6543652,Cold War,Zimna wojna,2018,89,"Drama,History,Music"
tt6544318,Antes Que Eu Me Esqueça,Antes Que Eu Me Esqueça,2018,95,"Comedy,Drama"
tt6544524,BLINK,Blink,2018,98,Drama
tt6544940,Cowboy's Heart,Coração de Cowboy,2018,120,"Drama,Music"
tt6545212,Leera the Soulmate,Leera the Soulmate,2018,104,Animation
tt6547044,Being Frank,You Can Choose Your Family,2018,109,Comedy
tt6547170,Reprisal,Reprisal,2018,89,"Action,Crime,Thriller"
tt6550314,A Husband's Lethal Intentions,A Husband's Lethal Intentions,2018,92,Drama
tt6551438,Draußen in meinem Kopf,Draußen in meinem Kopf,2018,99,Drama
tt6555194,Quién eres,Quién eres,2018,90,"Drama,Thriller"
tt6556576,Monster Party,Monster Party,2018,89,"Comedy,Horror,Thriller"
tt6557356,The Grand Son,American Pets,2018,78,Thriller
tt6557704,Ultra Low,Ultra Low,2018,117,Drama
tt6557724,Killer Island,Killer Island,2018,86,Thriller
tt6558114,The BBQ,The BBQ,2018,91,Comedy
tt6558934,Soleseekers,Soleseekers,2018,75,Documentary
tt6559390,The Apparition,L'apparition,2018,144,Drama
tt6560406,Circumstances,Circumstances,2018,86,"Crime,Drama"
tt6560846,A Woman's Worth,A Woman's Worth,2018,90,"Comedy,Romance"
tt6562110,The Crosses,Las cruces,2018,80,Documentary
tt6562628,Cutterhead,Cutterhead,2018,84,Thriller
tt6563862,Formentera Lady,Formentera Lady,2018,85,"Comedy,Drama"
tt6564812,RocKabul,RocKabul,2018,77,"Documentary,Music,War"
tt6565458,Good Morning,Good Morning,2018,86,"Comedy,Drama"
tt6566162,Journey to the South,Journey to the South,2018,51,Documentary
tt6566830,Most Likely to Murder,Most Likely to Murder,2018,90,Comedy
tt6570372,Gags The Clown,Gags The Clown,2018,89,"Comedy,Horror"
tt6571274,When She Runs,When She Runs,2018,74,Drama
tt6572908,Half a Square Meter of Freedom,Half a Square Meter of Freedom,2018,60,Documentary
tt6575280,Mack the Knife - Brecht's Threepenny Film,Dreigroschenfilm,2018,130,Drama
tt6576144,Mask of Thorn,Mask of Thorn,2018,102,Horror
tt6576556,The Silent Revolution,Das schweigende Klassenzimmer,2018,111,"Drama,History"
tt6577798,Humble Politician Nograj,Humble Politician Nograj,2018,149,"Comedy,Drama"
tt6578228,Curse of the Witch's Doll,Curse of the Witch's Doll,2018,95,Horror
tt6579888,She Is the Ocean,She Is the Ocean,2018,105,Documentary
tt6580564,102 Not Out,102 Not Out,2018,102,"Comedy,Drama"
tt6582642,"Mothers, daughters & other issues","Mothers, daughters & other issues",2018,74,"Biography,Comedy,Documentary"
tt6584152,Lake Shore Drive,Lake Shore Drive,2018,84,Drama
tt6587272,Overwhelm the Sky,Overwhelm the Sky,2018,170,Drama
tt6588064,Strategy and Pursuit,Strategy and Pursuit,2018,92,"Drama,Romance,Thriller"
tt6588966,Hichki,Hichki,2018,116,"Comedy,Drama"
tt6590856,Pause,Pause,2018,96,Drama
tt6591520,Winning Ticket,Kaikki oikein,2018,86,Comedy
tt6591554,The Storage 2,Varasto 2,2018,100,Comedy
tt6591584,"Happier Times, Grump","Ilosia aikoja, Mielensäpahoittaja",2018,118,"Comedy,Drama"
tt6591616,Veljeni vartija,Veljeni vartija,2018,98,"Biography,Drama,Music"
tt6591652,Puluboin ja Ponin leffa,Puluboin ja Ponin leffa,2018,71,"Comedy,Family"
tt6592124,Mandy the Doll,Mandy the Doll,2018,74,Horror
tt6592296,Stupid Young Heart,Hölmö nuori sydän,2018,102,Drama
tt6593240,A Paris Education,Mes provinciales,2018,137,Drama
tt6593242,Eyes Wide Open,Eyes Wide Open,2018,110,"Action,Mystery,Thriller"
tt6593496,America is Waiting,America is Waiting,2018,65,Documentary
tt6594070,The October Flowers,The October Flowers,2018,74,"Mystery,Romance,Thriller"
tt6594244,Megan's Christmas Miracle,Megan's Christmas Miracle,2018,87,Family
tt6594272,Pond Life,Pond Life,2018,86,Comedy
tt6596418,The Innocent,Der Unschuldige,2018,114,Drama
tt6597246,Back Home,Contromano,2018,103,Comedy
tt6598072,The Ranger,The Ranger,2018,77,Horror
tt6599184,The Delegation,Delegacioni,2018,77,Drama
tt6599206,From the Ground Up,From the Ground Up,2018,70,Documentary
tt6599742,Sara's Notebook,El cuaderno de Sara,2018,115,"Adventure,Drama,Mystery"
tt6601502,Ray & Liz,Ray & Liz,2018,108,Drama
tt6602508,Turno do Dia,Turno do Dia,2018,127,Documentary
tt6603056,Irene's Ghost,Irene's Ghost,2018,81,Documentary
tt6603378,Dragon Kingdom,Dragon Kingdom,2018,85,"Adventure,Sci-Fi"
tt6603812,Crossroads: One Two Jaga,One Two Jaga,2018,85,"Crime,Drama"
tt6605012,The Metric of the Soul,The Metric of the Soul,2018,21,"Biography,Documentary,Music"
tt6605812,Eternal Winter,Örök tél,2018,110,"Drama,History,Romance"
tt6607080,The World at Arm's Length,The World at Arm's Length,2018,98,Documentary
tt6608068,Dead Envy,Dead Envy,2018,71,"Drama,Music,Thriller"
tt6608720,Kurtlar ve Çakallar,Kurtlar ve Çakallar,2018,110,"Drama,History"
tt6609838,What Matters,What Matters,2018,90,Drama
tt6610158,Rust Creek,Rust Creek,2018,108,"Drama,Horror,Thriller"
tt6610280,Bad Investigate,Bad Investigate,2018,120,"Action,Comedy,Crime"
tt6613812,Seeking Happily Ever After,Angrezi Mein Kehte Hain,2018,104,Drama
tt6613848,Badass Beauty Queen: The Story of Anastasia Lin,Badass Beauty Queen: The Story of Anastasia Lin,2018,100,Documentary
tt6613878,Clara,Clara,2018,105,Sci-Fi
tt6613952,Encounter,Encounter,2018,89,Sci-Fi
tt6614476,Hardface,Hardface,2018,84,"Documentary,Sport"
tt6615648,Manu,Manu,2018,180,"Mystery,Romance,Thriller"
tt6615894,Ranam,Ranam,2018,136,"Action,Crime,Drama"
tt6616002,Wenn Fliegen träumen,Wenn Fliegen träumen,2018,83,"Comedy,Drama"
tt6616244,Aaron,Aaron,2018,115,"Comedy,Drama"
tt6616336,Hálito Azul,Hálito Azul,2018,78,Documentary
tt6617656,Our New President,Our New President,2018,77,Documentary
tt6619250,Beloved Beast,Beloved Beast,2018,173,Horror
tt6622902,The Blood of Wolves,Korô no chi,2018,126,"Crime,Drama"
tt6622960,Recall,Soratobu taiya,2018,120,Drama
tt6622982,The Travelling Cat Chronicles,Tabineko ripôto,2018,118,Drama
tt6623390,The House of Violent Desire,The House of Violent Desire,2018,117,"Horror,Mystery,Thriller"
tt6624942,Ritoma,Ritoma,2018,57,Documentary
tt6626414,Three Boys Manzanar,Three Boys Manzanar,2018,7,Documentary
tt6626694,Quatro Estações e Outono,Quatro Estações e Outono,2018,130,"Biography,Documentary"
tt6627630,Cycle,Cycle,2018,96,Comedy
tt6628102,The Wild Pear Tree,Ahlat Agaci,2018,188,Drama
tt6628198,Win Marathon,Win Marathon,2018,94,"Drama,Sport"
tt6628386,Penny Palabras,Penny Palabras,2018,99,"Fantasy,Horror"
tt6628394,Bad Times at the El Royale,Bad Times at the El Royale,2018,141,"Crime,Drama,Mystery"
tt6628508,Our Eddy,Our Eddy,2018,45,"Drama,Thriller"
tt6630542,Kilómetros,Kilómetros,2018,71,Documentary
tt6632664,The Fall of Sparta,La chute de Sparte,2018,93,Drama
tt6633182,Dark Money,Dark Money,2018,99,Documentary
tt6634646,"Hale County This Morning, This Evening","Hale County This Morning, This Evening",2018,76,Documentary
tt6636658,Les Fantômes,Les Fantômes,2018,78,"Horror,Thriller"
tt6641528,Jinn,Jinn,2018,92,Drama
tt6642926,Otzi and the Mystery of Time,Ötzi e il mistero del tempo,2018,90,"Adventure,Family,Fantasy"
tt6643608,Robin: Watch for Wishes,Robin: Watch for Wishes,2018,80,Drama
tt6644200,A Quiet Place,A Quiet Place,2018,90,"Drama,Horror,Sci-Fi"
tt6644632,Making Babies,Making Babies,2018,86,Comedy
tt6645182,Tungsten,Tungstênio,2018,79,Drama
tt6645236,Blue,Blue,2018,90,"Comedy,Drama"
tt6645798,The Filmmaker,The Filmmaker,2018,80,Drama
tt6646106,Clara's Ultimate Christmas,Clara's Ultimate Christmas,2018,77,Family
tt6648468,Interference,Interference,2018,80,"Crime,Drama,Mystery"
tt6649792,Ahockalypse,Ahockalypse,2018,79,"Comedy,Horror"
tt6650364,Carbon,Carbon,2018,146,"Adventure,Thriller"
tt6651118,Hooligan Escape The Russian Job,Hooligan Escape The Russian Job,2018,79,Crime
tt6652242,Vistula Sunken Treasures,Vistula Sunken Treasures,2018,72,Documentary
tt6652708,God's Not Dead: A Light in Darkness,God's Not Dead: A Light in Darkness,2018,105,Drama
tt6654090,Two Plains & a Fancy,Two Plains & a Fancy,2018,90,Comedy
tt6660278,Umeed,Umeed,2018,135,"Documentary,Drama,Family"
tt6660752,Osztálytalálkozó,Osztálytalálkozó,2018,50,Documentary
tt6662126,Méprises,Méprises,2018,90,Thriller
tt6662736,What They Had,What They Had,2018,101,Drama
tt6663582,The Spy Who Dumped Me,The Spy Who Dumped Me,2018,117,"Action,Adventure,Comedy"
tt6664700,Extremity,Extremity,2018,103,Horror
tt6664778,Movies: Mr. Fukyo vs the Film Fairies,Movies: Mr. Fukyô vs eiga-tachi,2018,94,"Comedy,Fantasy"
tt6664784,Eleven,Eleven,2018,82,War
tt6665904,Photo de famille,Photo de famille,2018,98,Comedy
tt6667252,Gaon,Gaon,2018,124,Drama
tt6670116,The Broken Rose,The Broken Rose,2018,111,Drama
tt6670584,Mundo: From Altar Boy to Hitman,Mundo: From Altar Boy to Hitman,2018,89,Crime
tt6671244,We,Wij,2018,90,Drama
tt6671284,Third Wedding,Troisièmes noces,2018,98,"Comedy,Drama"
tt6671850,Two Graves,Two Graves,2018,80,Thriller
tt6671882,Valmentaja,Valmentaja,2018,111,"Biography,Drama"
tt6672082,Requiem for a Fighter,Requiem for a Fighter,2018,87,Drama
tt6673086,The Remarkable Life of John Weld,The Remarkable Life of John Weld,2018,76,Documentary
tt6674956,Slenderman: l'Âme des Ténèbres,Slenderman: l'Âme des Ténèbres,2018,79,"Fantasy,Horror"
tt6675244,Transit,Transit,2018,101,"Drama,Sci-Fi"
tt6675400,Con Man,Con Man,2018,100,"Crime,Drama"
tt6675736,Standing Up,Standing Up,2018,80,"Biography,Comedy,Documentary"
tt6676028,In a Relationship,In a Relationship,2018,92,"Comedy,Drama"
tt6676334,Gorod-zad,Gorod-zad,2018,84,"Comedy,Drama,Fantasy"
tt6678874,Incoming,Incoming,2018,89,"Action,Sci-Fi,Thriller"
tt6678876,Half Brother,Meio Irmão,2018,98,Drama
tt6679412,Forgive Us Our Debts,Rimetti a noi i nostri debiti,2018,104,Drama
tt6679794,Outlaw King,Outlaw King,2018,121,"Action,Biography,Drama"
tt6680730,Street Lights,Street Lights,2018,129,"Crime,Thriller"
tt6681352,Guardia de Male,Guardia de Male,2018,64,"Comedy,Horror"
tt6682828,Kahlschlag,Kahlschlag,2018,98,"Crime,Thriller"
tt6683070,Thirst,Thirst,2018,111,War
tt6684038,The Man: at the Gates of the Rising Sun,The Man: at the Gates of the Rising Sun,2018,51,"Drama,Fantasy,Thriller"
tt6684050,Citizen Xenos,Citizen Xenos,2018,63,Documentary
tt6684714,Acts of Violence,Acts of Violence,2018,86,"Action,Crime,Drama"
tt6684884,Ladies in Black,Ladies in Black,2018,109,"Comedy,Drama,Romance"
